273.150000,999.844307,4219.430340,0.555651,0.001792
273.250074,999.850989,4219.074567,0.555908,0.001786
273.350149,999.857488,4218.721911,0.556163,0.001779
273.450223,999.863805,4218.372344,0.556418,0.001773
273.550297,999.869942,4218.025836,0.556672,0.001767
273.650372,999.875898,4217.682356,0.556926,0.001761
273.750446,999.881674,4217.341877,0.557179,0.001755
273.850521,999.887272,4217.004370,0.557432,0.001749
273.950595,999.892690,4216.669806,0.557684,0.001743
274.050669,999.897931,4216.338157,0.557936,0.001737
274.150744,999.902995,4216.009396,0.558187,0.001731
274.250818,999.907882,4215.683494,0.558437,0.001725
274.350892,999.912593,4215.360425,0.558687,0.001719
274.450967,999.917128,4215.040161,0.558937,0.001713
274.551041,999.921489,4214.722676,0.559186,0.001708
274.651116,999.925676,4214.407942,0.559434,0.001702
274.751190,999.929689,4214.095935,0.559682,0.001696
274.851264,999.933528,4213.786628,0.559929,0.001690
274.951339,999.937196,4213.479995,0.560176,0.001685
275.051413,999.940692,4213.176011,0.560422,0.001679
275.151487,999.944016,4212.874651,0.560667,0.001673
275.251562,999.947170,4212.575889,0.560913,0.001668
275.351636,999.950153,4212.279701,0.561157,0.001662
275.451711,999.952967,4211.986063,0.561401,0.001657
275.551785,999.955612,4211.694951,0.561645,0.001651
275.651859,999.958089,4211.406339,0.561888,0.001646
275.751934,999.960398,4211.120206,0.562130,0.001640
275.852008,999.962540,4210.836526,0.562372,0.001635
275.952082,999.964514,4210.555278,0.562614,0.001630
276.052157,999.966323,4210.276437,0.562855,0.001624
276.152231,999.967966,4209.999982,0.563095,0.001619
276.252306,999.969444,4209.725890,0.563335,0.001614
276.352380,999.970757,4209.454137,0.563575,0.001608
276.452454,999.971907,4209.184703,0.563814,0.001603
276.552529,999.972893,4208.917565,0.564052,0.001598
276.652603,999.973716,4208.652702,0.564290,0.001593
276.752677,999.974377,4208.390092,0.564528,0.001588
276.852752,999.974875,4208.129714,0.564765,0.001582
276.952826,999.975213,4207.871546,0.565002,0.001577
277.052901,999.975389,4207.615569,0.565238,0.001572
277.152975,999.975405,4207.361762,0.565473,0.001567
277.253049,999.975262,4207.110103,0.565708,0.001562
277.353124,999.974959,4206.860574,0.565943,0.001557
277.453198,999.974497,4206.613153,0.566177,0.001552
277.553272,999.973878,4206.367822,0.566411,0.001547
277.653347,999.973100,4206.124560,0.566644,0.001542
277.753421,999.972165,4205.883348,0.566877,0.001537
277.853496,999.971073,4205.644167,0.567109,0.001532
277.953570,999.969825,4205.406999,0.567341,0.001528
278.053644,999.968421,4205.171823,0.567572,0.001523
278.153719,999.966862,4204.938622,0.567803,0.001518
278.253793,999.965148,4204.707377,0.568033,0.001513
278.353867,999.963280,4204.478070,0.568263,0.001508
278.453942,999.961258,4204.250683,0.568492,0.001504
278.554016,999.959082,4204.025197,0.568721,0.001499
278.654091,999.956754,4203.801596,0.568950,0.001494
278.754165,999.954273,4203.579861,0.569178,0.001490
278.854239,999.951640,4203.359976,0.569406,0.001485
278.954314,999.948855,4203.141923,0.569633,0.001480
279.054388,999.945920,4202.925685,0.569860,0.001476
279.154462,999.942834,4202.711245,0.570086,0.001471
279.254537,999.939598,4202.498587,0.570312,0.001467
279.354611,999.936212,4202.287694,0.570537,0.001462
279.454686,999.932677,4202.078550,0.570762,0.001458
279.554760,999.928993,4201.871139,0.570987,0.001453
279.654834,999.925160,4201.665444,0.571211,0.001449
279.754909,999.921180,4201.461450,0.571435,0.001444
279.854983,999.917053,4201.259141,0.571658,0.001440
279.955057,999.912778,4201.058502,0.571881,0.001436
280.055132,999.908357,4200.859517,0.572103,0.001431
280.155206,999.903790,4200.662172,0.572325,0.001427
280.255281,999.899077,4200.466450,0.572546,0.001422
280.355355,999.894219,4200.272337,0.572768,0.001418
280.455429,999.889216,4200.079819,0.572988,0.001414
280.555504,999.884069,4199.888880,0.573208,0.001410
280.655578,999.878777,4199.699507,0.573428,0.001405
280.755652,999.873342,4199.511685,0.573648,0.001401
280.855727,999.867764,4199.325399,0.573867,0.001397
280.955801,999.862043,4199.140637,0.574085,0.001393
281.055876,999.856180,4198.957383,0.574303,0.001389
281.155950,999.850175,4198.775625,0.574521,0.001384
281.256024,999.844028,4198.595348,0.574738,0.001380
281.356099,999.837740,4198.416540,0.574955,0.001376
281.456173,999.831312,4198.239186,0.575172,0.001372
281.556247,999.824743,4198.063274,0.575388,0.001368
281.656322,999.818035,4197.888791,0.575604,0.001364
281.756396,999.811187,4197.715723,0.575819,0.001360
281.856471,999.804200,4197.544059,0.576034,0.001356
281.956545,999.797074,4197.373784,0.576248,0.001352
282.056619,999.789809,4197.204888,0.576463,0.001348
282.156694,999.782407,4197.037356,0.576676,0.001344
