time,Burnup_avg_cvg,Burnup_avg_dvg,Burnup_avg_inchute,Burnup_avg_outchute,Burnup_avg_pb,Flux_avg_cvg,Flux_avg_dvg,Flux_avg_inchute,Flux_avg_outchute,Flux_avg_pb,Flux_int_cvg,Flux_int_dvg,Flux_int_inchute,Flux_int_outchute,Flux_int_pb,Tsolid_core,Tsolid_ref,Tsolid_ss316,UnscaledTotalPower,avg_power_density,decay_heat,decay_heat2,eigenvalue,power_scaling,power_scaling2,prompt_power,total_power,total_power2
0,6.6365333333333e+14,6.6365333333333e+14,6.6365333333333e+14,6.6365333333333e+14,6.6365333333333e+14,1.1839876563335,1.1839876563335,1.1839876563335,1.1839876563335,1.1839876563335,3.3522957394243,1.4196499756416,1.3018624230774,0.46495086538479,16.604325304622,900,900,900,0,0,0.0635036425253,0.0635036425253,1,1.4698346958989e+18,0,0,320000000,0
1,7.8864345901671e+14,7.279042951043e+14,7.2328711715438e+14,7.8980434719078e+14,7.6468860584865e+14,0.71149960750598,2.5848142708855,1.0177535877122,0.064143721807217,2.5594952131913,2.0145117984005,3.0992987951109,1.1190785180124,0.025189180650432,35.894539025058,923.16169191008,849.55565061437,811.57142321966,1.8822803993256e-10,16371026.652368,20197635.232181,20219848.567885,1.0120378641257,1.7000661732505e+18,1.592660264153e+18,299783319.8,320000000,320003168.36788
2,7.8864345901671e+14,7.279042951043e+14,7.2328711715438e+14,7.8980434719078e+14,7.6468860584865e+14,0.71149960750598,2.5848142708855,1.0177535877122,0.064143721807217,2.5594952131913,2.0145117984005,3.0992987951109,1.1190785180124,0.025189180650432,35.894539025058,923.16169191008,849.55565061437,811.57142321966,1.8822803993256e-10,16371026.652368,20197635.232181,20219848.567885,1.0120378641257,1.7000661732505e+18,1.592660264153e+18,299783319.8,320000000,320003168.36788
